m1rec,m2rec,chi1rec,chi2rec,snr,pipeline,HasNS_trueSLy,HasREM_trueSLy,P_NS,P_REM
83.150055,12.678712,-0.046406,-0.046406,9.125077,gstlal,0,0,0.0046,0.0
183.9621,10.72684,0.595547,0.595547,8.685682,gstlal,0,0,0.0035,0.0
30.495979,34.569656,0.046406,0.046406,7.97295,gstlal,0,0,0.0027,0.0
2.985842,1.375501,0.172461,-0.305843,8.858104,pycbc,1,1,0.9972,0.341
1.996476,1.996476,-0.046606,-0.046606,8.736966,pycbc,1,1,0.9977,0.9448
2.060514,1.936084,-0.079165,0.0,9.04365,MBTA,1,1,0.9977,0.9906
2.549981,1.581018,-0.015469,-0.015469,9.298777,gstlal,1,1,0.9977,0.9966
2.112799,1.88833,-0.046406,-0.046406,9.363884,gstlal,1,1,0.9977,0.9962
2.61634,0.80873,0.35162,-0.6171,13.204641,MBTA,1,1,0.996,0.4011
1.752325,1.13553,-0.111258,-0.046396,14.908164,pycbc,1,1,0.9977,0.9963
2.007916,1.005656,-0.049116,0.0,14.995105,MBTA,1,1,0.9977,0.997
1.979236,1.018089,-0.046406,-0.046406,14.998955,gstlal,1,1,0.9977,0.997
1.996357,1.010054,-0.048081,-0.048081,14.412553,pycbc,1,1,0.9977,0.997
2.096307,0.968795,-0.015469,-0.015469,14.962614,gstlal,1,1,0.9977,0.997
1.958664,1.028783,-0.015469,-0.015469,14.291163,gstlal,1,1,0.9977,0.997
1.79425,1.113989,0.04502,-0.007556,9.00811,spiir,1,1,0.9977,0.997
1.685096,1.180543,0.0,0.0,7.822099,pycbc,1,1,0.9977,0.9963
1.827182,1.097533,0.0,0.0,6.972036,pycbc,1,1,0.9977,0.9963
1.04649,1.924067,0.0,0.0,6.985068,pycbc,1,1,0.9977,0.9945
20.544057,1.257166,0.438597,0.0,9.464199,MBTA,1,0,0.9535,0.0
14.501297,5.48693,0.489178,0.489178,9.649741,pycbc,0,0,0.0021,0.0
12.172324,6.320731,0.402419,0.402419,9.957645,MBTA,0,0,0.0024,0.0
27.470434,3.398787,0.688359,0.688359,9.763492,gstlal,0,0,0.0027,0.0
27.337381,3.347017,0.614929,0.920759,9.674799,spiir,0,0,0.009,0.0
13.971239,5.433646,0.413821,-0.176779,9.211197,spiir,0,0,0.0074,0.0
31.591051,2.995293,0.713522,-0.262936,9.446981,spiir,0,0,0.0108,0.0
17.346281,4.748218,0.525937,0.525937,9.723492,gstlal,0,0,0.0032,0.0
23.241396,3.8528,0.665156,0.665156,9.603322,gstlal,0,0,0.0067,0.0
2.455067,1.125108,0.193404,0.304487,14.972586,pycbc,1,1,0.9977,0.9769
4.93687,0.65361,0.65077,-0.8256,14.269024,MBTA,1,1,0.995,0.3303
3.006117,0.95373,0.355781,0.355781,13.245025,gstlal,1,1,0.9977,0.9804
2.008489,1.343778,0.23988,0.0,14.51799,pycbc,1,1,0.9977,0.9965
2.518185,1.101774,0.355974,0.0,15.458655,MBTA,1,1,0.9977,0.9958
3.006117,0.951242,0.324844,0.324844,13.377512,gstlal,1,1,0.9977,0.9821
1.849279,1.44666,0.046406,0.046406,10.812103,gstlal,1,1,0.9977,0.997
2.239721,1.218409,0.270833,0.03501,14.882862,spiir,1,1,0.9977,0.9961
2.107288,1.276186,-0.015469,-0.015469,11.757312,gstlal,1,1,0.9977,0.997
3.006117,0.951242,0.293906,0.293906,13.014478,gstlal,1,1,0.9977,0.9722
2.078132,1.298432,0.0,0.0,7.960029,pycbc,1,1,0.9977,0.9969
2.029788,1.327329,0.0,0.0,7.260846,pycbc,1,1,0.9977,0.9969
15.242557,2.482975,-0.891069,-0.81109,8.368862,pycbc,1,0,0.8411,0.0
12.966093,3.063961,-0.84282,-0.84282,8.762535,pycbc,1,0,0.6059,0.0
144.39687,48.462145,0.472799,-0.62884,8.218053,pycbc,0,0,0.0018,0.0
123.25361,79.462099,0.617781,0.617781,8.62923,MBTA,0,0,0.0014,0.0
126.29055,79.746513,0.417656,0.417656,8.501852,gstlal,0,0,0.0028,0.0
103.25758,97.242424,-0.53764,0.97463,8.785456,spiir,0,0,0.0021,0.0
128.19551,45.210384,0.773478,0.773478,8.034241,pycbc,0,0,0.0031,0.0
137.30063,48.294952,0.262969,0.262969,8.508419,gstlal,0,0,0.0014,0.0
123.67885,16.292215,-0.201094,-0.201094,8.308574,gstlal,0,0,0.0014,0.0
220.54234,3.406163,0.097581,-0.604779,25.901583,pycbc,0,0,0.0027,0.0
238.34965,5.51973,0.139038,0.139038,25.673822,MBTA,0,0,0.0031,0.0
162.28406,162.28406,0.154687,0.154687,25.85886,gstlal,0,0,0.0014,0.0
221.63803,2.284465,0.072343,0.072343,25.833729,pycbc,0,0,0.0389,0.0
176.43205,155.64136,0.262969,0.262969,25.858261,gstlal,0,0,0.002,0.0
197.92119,37.583458,-0.510469,-0.510469,25.329209,gstlal,0,0,0.0119,0.0
187.84679,44.422199,-0.788906,-0.788906,25.250022,gstlal,0,0,0.0312,0.0
42.722464,1.376228,0.2402,0.757641,9.395,pycbc,1,0,0.5928,0.0
51.152328,1.243285,0.405491,0.0,8.944122,pycbc,1,0,0.9495,0.0
56.594607,1.165995,0.466263,0.0,8.87897,MBTA,1,0,0.9473,0.0014
72.925916,10.850229,0.401177,0.888696,21.872997,pycbc,0,0,0.0014,0.0
63.233383,10.941797,0.290264,0.290264,21.587421,pycbc,0,0,0.0014,0.0
64.883869,11.303495,0.34209,0.34209,22.011534,MBTA,0,0,0.0014,0.0
70.349213,10.72684,0.386719,0.386719,21.553221,gstlal,0,0,0.0014,0.0
76.482292,10.72684,0.479531,0.479531,21.553544,gstlal,0,0,0.0014,0.0
81.9272,9.392221,0.448432,0.644191,21.668692,spiir,0,0,0.0014,0.0
83.150055,5.496149,0.232031,0.232031,19.972652,gstlal,0,0,0.0018,0.0
76.482292,6.496237,0.232031,0.232031,20.871933,gstlal,0,0,0.0014,0.0
8.47949,1.872536,-0.396305,0.549295,20.451991,pycbc,1,0,0.7,0.0
7.683936,2.015296,-0.382526,-0.382526,19.940788,MBTA,1,0,0.7729,0.0
9.512358,1.714368,-0.170156,-0.170156,19.84512,gstlal,1,0,0.7263,0.0
4.434977,3.223682,-0.79534,-0.79534,19.874028,pycbc,1,0,0.6839,0.0
10.395819,1.610193,-0.069609,-0.069609,19.89926,gstlal,1,0,0.7567,0.0
7.136762,2.112799,-0.541406,-0.541406,17.102692,gstlal,1,0,0.8307,0.0
11.043134,2.118467,-0.852821,-0.650849,10.280249,pycbc,1,0,0.8908,0.0
24.339081,1.239494,0.155714,0.0,9.788174,MBTA,1,0,0.997,0.0
24.288273,1.244573,0.158035,0.0,10.064464,pycbc,1,0,0.9964,0.0
16.463337,1.593456,-0.286172,-0.286172,10.046842,gstlal,1,0,0.9701,0.0
20.422857,1.389613,-0.020874,-0.049596,9.963031,spiir,1,0,0.9609,0.0
29.200367,1.132274,0.35208,-0.03028,9.394173,spiir,1,0,0.9959,0.0
11.302131,2.079944,-0.796641,-0.796641,10.209291,gstlal,1,0,0.871,0.0
19.843803,15.865227,0.155064,-0.165838,10.537447,pycbc,0,0,0.0014,0.0
18.462566,17.908021,0.139454,0.139454,10.51094,MBTA,0,0,0.0017,0.0
20.078638,15.625333,0.030937,0.030937,10.752149,gstlal,0,0,0.0025,0.0
21.829105,14.372345,0.030937,0.030937,10.745848,gstlal,0,0,0.0015,0.0
50.750431,7.538017,0.499154,0.499154,10.232794,pycbc,0,0,0.0014,0.0
30.737873,10.297823,0.284828,-0.44862,10.719193,spiir,0,0,0.0014,0.0
21.829105,15.625333,0.216562,0.216562,10.563086,gstlal,0,0,0.0019,0.0
20.078638,16.987558,0.216562,0.216562,10.533112,gstlal,0,0,0.0014,0.0
5.869408,2.660278,-0.61492,-0.249912,16.385574,pycbc,1,0,0.6045,0.0
4.601691,3.293903,-0.696094,-0.696094,17.633025,gstlal,1,0,0.5206,0.0001
8.047927,2.059338,-0.23842,-0.23842,17.585327,MBTA,1,0,0.73,0.0
4.809095,3.1635,-0.665343,-0.665343,16.698306,pycbc,1,0,0.6576,0.0
5.789033,2.985119,-0.32142,0.717711,13.394863,spiir,1,0,0.2739,0.0002
7.196711,2.224503,-0.273045,-0.970172,15.307416,spiir,1,0,0.387,0.0
25.471336,1.131227,0.952963,0.005602,12.151771,spiir,1,0,0.9409,0.4323
3.97548,3.733906,-0.819844,-0.819844,14.629827,gstlal,1,0,0.5632,0.0
6.165571,2.549981,-0.479531,-0.479531,17.69493,gstlal,1,0,0.632,0.0
269.67643,3.020841,0.320833,-0.74118,12.246168,pycbc,0,0,0.003,0.0
221.63803,2.284465,0.072343,0.072343,12.02244,pycbc,0,0,0.0497,0.0
271.5355,13.566524,0.376146,0.376146,12.578149,MBTA,0,0,0.0235,0.0
2.107517,1.108645,-0.211867,0.724707,36.720392,pycbc,1,1,0.9964,0.8207
3.97107,0.669,0.55917,-0.89374,34.386366,MBTA,1,1,0.9922,0.3223
1.512309,1.512309,2.3e-05,2.3e-05,36.311371,pycbc,1,1,0.9977,0.9969
1.757049,1.308287,0.040723,0.024874,37.508267,MBTA,1,1,0.9977,0.9968
1.736906,1.321991,0.015469,0.015469,37.101564,gstlal,1,1,0.9977,0.997
1.796379,1.281492,0.038722,0.046664,36.883878,spiir,1,1,0.9977,0.997
1.614404,1.418594,0.015469,0.015469,37.243449,gstlal,1,1,0.9977,0.9968
1.930634,1.197288,-0.03772,-0.039959,17.202742,spiir,1,1,0.9977,0.997
2.366024,1.000187,-0.049971,-0.049588,15.463344,MBTA,1,1,0.9977,0.997
1.411258,1.619682,0.0,0.0,15.36883,pycbc,1,1,0.9977,0.997
1.473791,1.5536,0.0,0.0,17.484079,pycbc,1,1,0.9977,0.9966
1.054688,2.227621,0.0,0.0,16.052734,pycbc,1,1,0.9977,0.5566
1.720782,1.335748,0.049383,0.048311,11.602173,MBTA,1,1,0.9977,0.9969
1.732897,1.327169,0.0,0.0,13.979294,pycbc,1,1,0.9977,0.997
1.040678,2.249266,0.0,0.0,9.464246,pycbc,1,1,0.9977,0.5559
1.921656,1.208355,0.0,0.0,9.28054,pycbc,1,1,0.9977,0.997
1.699594,1.349167,-0.000394,-0.007974,9.54219,spiir,1,1,0.9977,0.997
5.695811,3.094646,-0.408269,-0.20112,9.73054,pycbc,1,0,0.4329,0.0
6.782622,2.693674,-0.1246,-0.1246,8.922812,pycbc,1,0,0.4707,0.0
2.049514,1.453801,0.035884,0.0,12.403031,MBTA,1,1,0.9977,0.997
1.976209,1.50497,0.044045,0.00338,12.443701,spiir,1,1,0.9977,0.997
2.700292,1.141975,0.261384,-0.014146,11.523992,spiir,1,1,0.9977,0.9952
2.231933,1.344629,0.046406,0.046406,12.325753,gstlal,1,1,0.9977,0.997
1.928206,1.540255,0.015469,0.015469,12.369926,gstlal,1,1,0.9977,0.9969
1.191505,2.551499,0.0,0.0,7.768206,pycbc,1,1,0.9958,0.4048
191.81351,131.68057,0.046406,0.046406,10.730588,gstlal,0,0,0.0188,0.0
169.5876,3.505947,-0.444769,-0.444769,10.135446,MBTA,0,0,0.0032,0.0
149.27057,149.27057,-0.402187,-0.402187,10.731201,gstlal,0,0,0.0014,0.0
195.86398,11.662012,-0.108281,-0.108281,10.626936,gstlal,0,0,0.0101,0.0
195.86398,8.3477,-0.108281,-0.108281,10.618565,gstlal,0,0,0.0119,0.0
23.732178,7.364009,0.262969,0.262969,9.111021,gstlal,0,0,0.002,0.0
2.359936,1.060057,0.33196,0.0,9.870733,MBTA,1,1,0.9977,0.997
2.169665,1.139034,0.27299,-0.014078,9.457729,spiir,1,1,0.9977,0.9952
70.618179,11.893904,-0.392658,-0.392658,27.635743,pycbc,0,0,0.0014,0.0
70.813946,11.420228,-0.456088,-0.456088,28.423864,MBTA,0,0,0.0016,0.0
76.482292,12.678712,-0.232031,-0.232031,28.099087,gstlal,0,0,0.0014,0.0
76.482292,14.985749,-0.170156,-0.170156,28.032998,gstlal,0,0,0.0014,0.0
91.679733,2.652456,-0.413691,-0.750075,26.264704,spiir,0,0,0.0165,0.0
72.788033,9.303285,-0.524056,0.941876,28.552465,spiir,0,0,0.0014,0.0
76.482292,12.678712,-0.262969,-0.262969,28.019958,gstlal,0,0,0.0014,0.0
83.150055,7.678301,-0.324844,-0.324844,27.309943,gstlal,0,0,0.0014,0.0
25.611616,1.185401,0.461204,0.353395,12.469005,pycbc,1,0,0.7439,0.0
7.819853,2.736861,-0.589711,-0.589711,12.561062,pycbc,1,0,0.2599,0.0
5.628546,3.622896,-0.884342,-0.884342,12.667374,MBTA,1,0,0.1707,0.0
21.602213,1.320266,0.348047,0.348047,12.457229,gstlal,1,0,0.7774,0.0
5.254269,3.880909,-0.941718,-0.776442,12.098111,spiir,1,0,0.1813,0.0
23.981443,1.253063,0.460195,0.460195,11.292275,gstlal,1,0,0.7216,0.0
12.00746,1.9643,-0.179627,-0.04841,11.827595,spiir,1,0,0.7761,0.0
15.462923,1.652807,0.100547,0.100547,12.491179,gstlal,1,0,0.6925,0.0
116.58953,2.064656,-0.179204,-0.179204,10.299522,pycbc,0,0,0.1021,0.0
132.38741,10.20803,0.115899,0.115899,10.468551,MBTA,0,0,0.0014,0.0
126.29055,17.712578,0.232031,0.232031,10.699813,gstlal,0,0,0.0014,0.0
126.29055,14.985749,0.170156,0.170156,10.716456,gstlal,0,0,0.0014,0.0
126.29055,12.678712,0.108281,0.108281,10.692646,gstlal,0,0,0.0014,0.0
126.29055,10.72684,0.077344,0.077344,10.63128,gstlal,0,0,0.0014,0.0
129.22728,20.665601,0.4146,0.876486,10.410057,pycbc,0,0,0.0014,0.0
143.80089,21.038177,0.560559,0.560559,10.316522,pycbc,0,0,0.0014,0.0
137.83922,30.154724,0.546825,0.546825,10.681288,MBTA,0,0,0.0014,0.0
137.30063,20.935587,0.510469,0.510469,10.642037,gstlal,0,0,0.0014,0.0
95.263832,23.398752,0.293197,0.967887,10.422335,spiir,0,0,0.0014,0.0
84.905914,48.294952,-0.959063,-0.959063,9.207233,gstlal,0,0,0.0015,0.0
126.29055,20.935587,0.417656,0.417656,10.635951,gstlal,0,0,0.0035,0.0
2.541492,1.181382,0.176698,0.127057,13.251041,pycbc,1,1,0.9977,0.9575
5.09875,0.69142,0.60595,0.14492,11.965969,MBTA,1,1,0.995,0.832
1.979236,1.477208,0.046406,0.046406,12.675445,gstlal,1,1,0.9977,0.997
2.838866,1.076207,0.278894,0.0,13.281264,MBTA,1,1,0.9977,0.9959
2.105912,1.396738,0.165575,0.021099,12.76971,spiir,1,1,0.9977,0.997
2.198254,1.33021,-0.161362,0.049563,9.7329,spiir,1,1,0.9972,0.9961
1.839643,1.581018,-0.015469,-0.015469,11.503163,gstlal,1,1,0.9977,0.997
2.025535,1.447774,0.155633,0.0,13.156857,pycbc,1,1,0.9977,0.9968
3.069596,1.008824,0.232031,0.232031,13.191806,gstlal,1,1,0.9977,0.9608
2.740166,1.113617,0.553404,-0.040872,7.852486,spiir,1,1,0.9977,0.9955
8.123076,1.560135,0.308308,-0.817689,11.894186,pycbc,1,0,0.67,0.0005
6.566051,1.833303,0.027949,0.0,11.893085,pycbc,1,0,0.9917,0.0001
9.999786,1.340274,0.3334,0.0,12.233417,MBTA,1,0,0.9977,0.0001
8.841465,1.465678,0.232031,0.232031,12.347791,gstlal,1,0,0.7941,0.0004
5.439022,2.134991,-0.108281,-0.108281,12.361471,gstlal,1,0,0.9928,0.0001
3.669418,3.02031,-0.820996,0.273535,11.629858,spiir,1,0,0.9533,0.0002
4.434016,2.54372,-0.724845,0.74792,11.66798,spiir,1,0,0.9964,0.0001
4.166863,2.686739,-0.278438,-0.278438,12.079502,gstlal,1,0,0.994,0.0005
3.71445,2.982652,-0.340313,-0.340313,11.612817,gstlal,1,0,0.9803,0.0001
135.47549,12.709599,0.237696,-0.792453,18.505801,pycbc,0,0,0.0014,0.0
132.38741,10.20803,0.115899,0.115899,19.170131,MBTA,0,0,0.0014,0.0
137.30063,17.712578,0.262969,0.262969,18.526113,gstlal,0,0,0.0014,0.0
137.30063,20.935587,0.324844,0.324844,18.482439,gstlal,0,0,0.0014,0.0
125.36811,18.160423,0.129875,0.129875,18.776974,pycbc,0,0,0.0014,0.0
99.914513,5.7674,-0.389662,-0.888722,18.440972,spiir,0,0,0.0014,0.0
99.525368,1.90347,-0.531268,0.036844,17.628927,spiir,0,0,0.3255,0.0
90.613579,1.715222,-0.697194,0.034603,16.706269,spiir,0,0,0.2065,0.0
137.30063,17.712578,0.201094,0.201094,18.329746,gstlal,0,0,0.0014,0.0
126.29055,8.3477,0.007734,0.007734,18.264562,gstlal,0,0,0.0025,0.0
59.523453,8.770822,0.08931,0.08931,7.379666,MBTA,0,0,0.0014,0.0
90.399117,90.399117,-0.402187,-0.402187,7.462958,gstlal,0,0,0.0014,0.0
98.280159,83.150055,-0.402187,-0.402187,7.458581,gstlal,0,0,0.0014,0.0
36.045074,15.625333,-0.649688,-0.649688,11.493898,gstlal,0,0,0.0014,0.0
70.476456,36.342346,0.669435,0.669435,10.484209,pycbc,0,0,0.0014,0.0
70.400777,12.206336,0.143879,0.143879,10.355318,MBTA,0,0,0.0014,0.0
64.707939,17.712578,0.139219,0.139219,10.401402,gstlal,0,0,0.0014,0.0
70.349213,17.712578,0.232031,0.232031,10.465573,gstlal,0,0,0.0015,0.0
65.303566,28.719252,0.266801,0.936034,10.505988,spiir,0,0,0.0014,0.0
70.349213,5.496149,-0.293906,-0.293906,10.081681,gstlal,0,0,0.0042,0.0
70.349213,5.496149,-0.262969,-0.262969,9.84747,gstlal,0,0,0.0044,0.0
137.30063,137.30063,-0.959063,-0.959063,8.123354,gstlal,0,0,0.0015,0.0
152.42268,121.12116,-0.974531,-0.974531,8.122169,gstlal,0,0,0.0015,0.0
191.81351,131.68057,-0.077344,-0.077344,8.114285,gstlal,0,0,0.0294,0.0
191.81351,149.27057,0.030937,0.030937,8.080272,gstlal,0,0,0.0194,0.0
15.791159,1.732239,-0.335563,0.1854,9.840091,pycbc,1,0,0.9186,0.0
17.14093,1.641949,-0.212011,0.0,9.534765,pycbc,1,0,0.9943,0.0
153.83203,10.579921,0.536457,0.662332,13.926283,pycbc,0,0,0.0014,0.0
139.32705,8.894111,0.410966,0.410966,14.241985,MBTA,0,0,0.0014,0.0
155.64136,12.678712,0.580078,0.580078,14.144695,gstlal,0,0,0.0014,0.0
141.49304,8.480474,0.409263,0.409263,13.94702,pycbc,0,0,0.0014,0.0
149.27057,11.662012,0.518203,0.518203,14.169606,gstlal,0,0,0.0014,0.0
98.848106,2.411998,-0.254057,-0.308416,12.144475,spiir,0,0,0.0198,0.0
95.138474,10.44064,0.177051,-0.298618,13.110209,spiir,0,0,0.0014,0.0
126.29055,6.496237,0.232031,0.232031,13.556992,gstlal,0,0,0.0014,0.0
116.16337,5.496149,0.108281,0.108281,13.280838,gstlal,0,0,0.0018,0.0
1.747811,1.26177,0.175355,-0.387764,29.767298,pycbc,1,1,0.9977,0.3567
4.84927,0.55605,0.40255,0.54525,27.790157,MBTA,1,1,0.9758,0.5791
1.908163,1.163166,-0.046406,-0.046406,30.029724,gstlal,1,1,0.9977,0.9968
1.939656,1.146635,-0.04485,0.012864,30.281088,MBTA,1,1,0.9977,0.997
2.129421,1.05601,0.015469,0.015469,30.669087,gstlal,1,1,0.9977,0.997
1.80851,1.222664,-0.041296,-0.041296,29.248837,pycbc,1,1,0.9977,0.9969
2.035642,1.098253,-0.035616,0.04918,30.437644,spiir,1,1,0.9977,0.997
1.830058,1.212809,0.046406,0.046406,27.774107,gstlal,1,1,0.9977,0.997
2.388781,0.956224,0.046406,0.046406,29.577103,gstlal,1,1,0.9977,0.9964
1.888969,1.174391,-0.041319,-0.037761,14.549816,spiir,1,1,0.9977,0.997
1.683517,1.309195,0.0,0.0,15.783184,pycbc,1,1,0.9977,0.9962
2.260105,0.999979,-0.049926,-0.049701,12.722779,MBTA,1,1,0.9977,0.997
1.099719,2.033876,0.0,0.0,15.231651,pycbc,1,1,0.9977,0.9045
1.173209,1.891331,0.0,0.0,13.945729,pycbc,1,1,0.9977,0.9965
1.479974,1.479974,0.016461,0.046423,9.774899,MBTA,1,1,0.9977,0.9964
1.07269,2.091407,0.0,0.0,13.182592,pycbc,1,1,0.9977,0.7413
1.850743,1.163651,0.223388,0.144761,14.241616,pycbc,1,1,0.9977,0.9415
4.54828,0.57059,0.5755,0.5069,13.588369,MBTA,1,1,0.9898,0.8871
2.182028,1.005749,0.330266,0.0,14.028517,pycbc,1,1,0.9977,0.9968
2.008488,1.081195,0.316697,0.0,14.816663,MBTA,1,1,0.9977,0.9959
1.648495,1.291275,0.046406,0.046406,13.00796,gstlal,1,1,0.9977,0.997
1.492724,1.422304,0.046406,0.046406,13.23849,gstlal,1,1,0.9977,0.997
103.20363,19.724581,0.606291,0.283706,10.25981,pycbc,0,0,0.002,0.0
43.754119,28.929587,0.132145,0.132145,10.338204,MBTA,0,0,0.0014,0.0
111.40851,29.247704,0.796641,0.796641,10.001376,gstlal,0,0,0.0014,0.0
46.222107,31.324408,0.179375,0.179375,9.953531,pycbc,0,0,0.0017,0.0
155.64136,34.569656,0.920391,0.920391,9.815703,gstlal,0,0,0.0014,0.0
111.40851,29.247704,0.812109,0.812109,10.013966,gstlal,0,0,0.0014,0.0
13.601827,6.306451,-0.366671,-0.882551,20.625054,pycbc,0,0,0.0025,0.0
13.155997,6.712865,-0.965894,0.743585,22.55233,spiir,0,0,0.0092,0.0
32.116329,3.433676,0.316678,0.316678,22.200841,pycbc,0,0,0.0015,0.0
49.314785,2.644959,0.583945,0.583945,23.463978,gstlal,0,0,0.0115,0.0
14.351727,6.211813,-0.399283,-0.399283,23.333847,MBTA,0,0,0.0023,0.0
45.360256,2.757845,0.529805,0.529805,23.373791,gstlal,0,0,0.0074,0.0
14.675843,5.851737,-0.525937,-0.525937,21.570276,gstlal,0,0,0.0051,0.0
55.131203,2.477555,0.649211,-0.013232,23.625612,spiir,0,0,0.0397,0.0
12.416515,6.633416,-0.711563,-0.711563,21.494528,gstlal,0,0,0.0023,0.0
15.232784,2.768679,-0.850951,-0.657966,14.890572,pycbc,1,0,0.401,0.0
32.005575,1.663931,0.072854,0.0,15.141828,MBTA,1,0,0.8658,0.0
70.818764,1.051892,0.644164,0.0,14.363476,pycbc,1,0,0.996,0.0
13.26323,3.097852,-0.977365,-0.990667,13.851583,spiir,1,0,0.4938,0.0
63.249287,1.117304,0.588855,-0.025429,14.902983,spiir,1,0,0.9965,0.0
59.4963,1.142227,0.543701,-0.020249,14.810715,spiir,1,0,0.9968,0.0
230.2623,2.885647,0.14518,0.14518,15.540526,pycbc,0,0,0.0172,0.0
238.34965,5.51973,0.139038,0.139038,15.858456,MBTA,0,0,0.0031,0.0
176.43205,183.9621,0.293906,0.293906,16.212266,gstlal,0,0,0.002,0.0
176.43205,183.9621,0.262969,0.262969,16.219499,gstlal,0,0,0.002,0.0
195.86398,44.422199,-0.819844,-0.819844,15.867578,gstlal,0,0,0.0148,0.0
195.86398,44.422199,-0.850781,-0.850781,15.860714,gstlal,0,0,0.0148,0.0
136.71892,1.395237,-0.59645,0.473264,8.849419,pycbc,0,0,0.082,0.0
134.62103,1.43356,-0.834791,0.0,8.694196,pycbc,0,0,0.0436,0.0
147.87857,3.208688,-0.43199,-0.43199,9.171798,MBTA,0,0,0.0156,0.0
103.25758,67.166664,-0.787931,-0.302142,8.786688,spiir,0,0,0.0019,0.0
140.19997,8.3477,-0.324844,-0.324844,8.738588,gstlal,0,0,0.0014,0.0
146.18364,8.3477,-0.232031,-0.232031,8.721779,gstlal,0,0,0.0014,0.0
140.19997,8.3477,-0.510469,-0.510469,8.695517,gstlal,0,0,0.0014,0.0
165.32392,2.730945,-0.444225,-0.83967,10.39275,pycbc,0,0,0.0217,0.0
169.5876,3.505947,-0.444769,-0.444769,11.076879,MBTA,0,0,0.0031,0.0
116.16337,106.84828,-0.773438,-0.773438,10.642802,gstlal,0,0,0.0014,0.0
184.21048,1.880699,-0.296799,0.0,10.15605,pycbc,0,0,0.0848,0.0
106.84828,106.84828,-0.835312,-0.835312,10.65149,gstlal,0,0,0.0016,0.0
146.18364,22.760761,-0.943594,-0.943594,10.631424,gstlal,0,0,0.0014,0.0
146.18364,44.422199,-0.850781,-0.850781,10.645347,gstlal,0,0,0.0014,0.0
50.424856,17.812686,-0.104729,0.80413,9.487128,pycbc,0,0,0.0017,0.0
50.99722,17.12961,0.064709,0.064709,9.638695,MBTA,0,0,0.0014,0.0
135.15233,11.485922,0.743459,0.743459,9.527546,pycbc,0,0,0.0014,0.0
42.603889,24.745056,0.232031,0.232031,9.618563,gstlal,0,0,0.0014,0.0
46.318119,20.935587,0.139219,0.139219,9.63898,gstlal,0,0,0.0019,0.0
51.584633,19.103947,0.290835,-0.214702,10.025094,spiir,0,0,0.0014,0.0
70.349213,4.650024,-0.139219,-0.139219,9.019461,gstlal,0,0,0.0034,0.0
59.519035,5.496149,-0.293906,-0.293906,8.896719,gstlal,0,0,0.0056,0.0
3.007434,1.077968,0.293102,-0.366427,8.906536,pycbc,1,1,0.9951,0.4892
1.949048,1.582953,0.007874,0.003802,8.973508,MBTA,1,1,0.9977,0.9968
1.853338,1.662211,-0.001494,-0.001494,8.903613,pycbc,1,1,0.9977,0.9969
2.196018,1.670352,0.114853,-0.008971,9.507266,spiir,1,1,0.9977,0.993
162.28406,162.28406,0.030937,0.030937,9.123266,gstlal,0,0,0.0028,0.0
176.43205,149.27057,0.030937,0.030937,9.108832,gstlal,0,0,0.0033,0.0
195.86398,22.760761,-0.727031,-0.727031,9.010576,gstlal,0,0,0.0216,0.0
195.86398,8.3477,-0.603281,-0.603281,9.011184,gstlal,0,0,0.0236,0.0
2.496791,1.30979,0.348653,-0.807819,11.143623,pycbc,1,1,0.996,0.2732
5.23771,0.7326,0.48267,-0.27302,11.226064,MBTA,1,1,0.985,0.359
2.586507,1.269772,0.001313,0.0,11.010779,MBTA,1,1,0.9977,0.997
1.792652,1.792652,-0.041683,-0.041683,11.251681,pycbc,1,1,0.9977,0.996
2.074518,1.556433,-0.015469,-0.015469,10.944331,gstlal,1,1,0.9977,0.997
2.597036,1.269536,0.046406,0.046406,10.919776,gstlal,1,1,0.9977,0.997
3.028346,1.115775,0.179853,-0.041264,10.629349,spiir,1,1,0.9977,0.997
2.678349,1.232274,0.052404,-0.041268,10.685766,spiir,1,1,0.9977,0.9959
2.303002,1.416742,0.046406,0.046406,10.680717,gstlal,1,1,0.9977,0.997
3.553115,0.982814,0.232031,0.232031,10.68566,gstlal,1,1,0.9943,0.862
336.20287,43.189416,0.769907,0.769907,9.776138,MBTA,0,0,0.074,0.0
191.81351,183.9621,0.262969,0.262969,8.993856,gstlal,0,0,0.0144,0.0
191.81351,183.9621,0.293906,0.293906,9.030546,gstlal,0,0,0.0144,0.0
195.86398,44.422199,-0.788906,-0.788906,8.543697,gstlal,0,0,0.0218,0.0
2.619782,1.160414,0.422413,-0.831737,9.639541,pycbc,1,1,0.9935,0.3228
2.02662,1.459075,-3.2e-05,0.0,10.13268,MBTA,1,1,0.9977,0.997
1.996852,1.481028,0.012105,0.012105,9.612837,pycbc,1,1,0.9977,0.997
91.889122,1.184329,0.559888,-0.595976,13.251596,pycbc,1,0,0.602,0.0
28.035793,2.294782,-0.843918,0.004865,12.771487,spiir,1,0,0.5651,0.0
20.804485,3.144423,-0.998326,-0.988198,11.864562,spiir,1,0,0.0574,0.0
43.182901,1.814577,-0.094113,0.0,12.614094,MBTA,1,0,0.7351,0.0
36.350445,2.027295,-0.309305,-0.309305,12.769235,pycbc,1,0,0.5445,0.0
88.098579,1.256449,0.556917,-0.007791,12.716955,spiir,1,0,0.9569,0.0
